name,url
University of Pennsylvania,https://www.cis.upenn.edu/
Georgetown University,https://cs.georgetown.edu/
Cornell University,https://www.cs.cornell.edu/
University of Southern California,https://www.cs.usc.edu/
University of Georgia,https://www.cs.uga.edu/
Northeastern University,https://www.khoury.northeastern.edu/
University of Michigan—Ann Arbor,https://cse.engin.umich.edu/
Massachusetts Institute of Technology,https://www.eecs.mit.edu/
Carnegie Mellon University,https://www.cs.cmu.edu/
Florida State University,https://www.cs.fsu.edu/
New York University,https://cs.nyu.edu/
Texas A&M University,https://www.cse.tamu.edu/
University of Florida,https://www.cise.ufl.edu/
University of California—Berkeley,https://cs.berkeley.edu/
Northwestern University,https://www.cs.northwestern.edu/
University of South Florida,https://www.usf.edu/engineering/cse/
Boston University,https://www.bu.edu/cs/
San Diego State University,https://cs.sdsu.edu/
University of Virginia,https://www.cs.virginia.edu/
University of Central Florida,https://www.cs.ucf.edu/
Indiana University—Bloomington,https://cs.indiana.edu/
Florida International University,https://www.cis.fiu.edu/
University of Notre Dame,https://cse.nd.edu/
University of South Carolina,https://cse.sc.edu/
University of California—Irvine,https://ics.uci.edu/
University of Wisconsin—Madison,https://www.cs.wisc.edu/
University of Texas—Austin,https://www.cs.utexas.edu/
Washington University in St. Louis,https://cse.wustl.edu/
Virginia Tech,https://www.cs.vt.edu/
The Ohio State University,https://cse.osu.edu/
University of Maryland—College Park,https://www.cs.umd.edu/
Georgia Institute of Technology,https://www.cc.gatech.edu/
University of Illinois Urbana-Champaign,https://cs.illinois.edu/
Fashion Institute of Technology,
University of Minnesota—Twin Cities,https://www.cs.umn.edu/
University of California—Los Angeles,https://www.cs.ucla.edu/
Oklahoma State University,https://cs.okstate.edu/
Emory University,https://computerscience.emory.edu/index.html
Auburn University,https://eng.auburn.edu/csse/
Babson College,
Arizona State University,https://scai.engineering.asu.edu/
Michigan State University,https://www.cse.msu.edu/
Purdue University,https://www.cs.purdue.edu/
Washington State University,https://school.eecs.wsu.edu/
University of North Carolina—Chapel Hill,https://cs.unc.edu/
Washington and Lee University,https://www.wlu.edu/academics/departments/computer-science/
Clemson University,https://www.clemson.edu/cecas/departments/computing/
University of Houston,https://www.cs.uh.edu/
Rutgers University–New Brunswick,https://www.cs.rutgers.edu/
Minerva University,https://www.minerva.edu/undergraduate-program/majors/computer-science/
Wake Forest University,https://cs.wfu.edu/
Rice University,https://cs.rice.edu/
University of Iowa,https://cs.uiowa.edu/
Iowa State University,https://www.cs.iastate.edu/
Texas Tech University,https://www.cs.ttu.edu/
College of William & Mary,https://www.wm.edu/as/computerscience/
University of Tennessee—Knoxville,https://www.eecs.utk.edu/
University of Oklahoma,https://www.ou.edu/coe/cs
University of Cincinnati,https://ceas.uc.edu/academics/departments/electrical-engineering-computer-science.html
Hult International Business School,
Penn State University,https://www.cse.psu.edu/
University of Arkansas,https://csce.uark.edu/
University of Mississippi,https://cs.olemiss.edu/
University of North Texas,https://computerscience.engineering.unt.edu/
Cal Poly San Luis Obispo,https://csc.calpoly.edu/
Baylor University,https://cs.baylor.edu/
Syracuse University,https://ecs.syracuse.edu/academics/electrical-engineering-and-computer-science
Bentley University,
University of Utah,https://www.cs.utah.edu/
University of Richmond,https://cs.richmond.edu/
George Washington University,https://www.cs.seas.gwu.edu/
University of St. Thomas—Minnesota,https://www.stthomas.edu/academics/college-of-arts-and-sciences/departments/computer-science/
University of San Diego,https://www.sandiego.edu/cas/computer-science/
University of Massachusetts Amherst,https://www.cics.umass.edu/
Villanova University,https://www1.villanova.edu/university/liberal-arts-sciences/programs/computing-sciences.html
Southern Methodist University,https://www.smu.edu/lyle/departments/cse
University of Kansas,https://eecs.ku.edu/
Virginia Commonwealth University,https://egr.vcu.edu/departments/cs/
Rutgers University–Newark,https://sasn.rutgers.edu/academics-admissions/academic-departments/computer-science
American University,https://www.american.edu/cas/cs/
University of California—San Diego,https://cse.ucsd.edu/
University of Massachusetts Lowell,https://www.uml.edu/sciences/computer-science/
University of Colorado Boulder,https://www.colorado.edu/cs/
Oregon State University,https://eecs.oregonstate.edu/computer-science
University of Kentucky,https://www.cs.uky.edu/
Temple University,https://cis.temple.edu/
Brigham Young University,https://cs.byu.edu/
Mississippi State University,https://www.cse.msstate.edu/
Kansas State University,https://cis.ksu.edu/
University of Texas—San Antonio,https://cs.utsa.edu/
University of Pittsburgh,https://www.cs.pitt.edu/
North Carolina State University,https://www.csc.ncsu.edu/
University of Nebraska—Lincoln,https://computing.unl.edu/
University of Missouri,https://engineering.missouri.edu/academics/comp-sci/
University of Texas—Dallas,https://cs.utdallas.edu/
Brown University,https://cs.brown.edu/
Louisiana State University,https://www.csc.lsu.edu/
San José State University,https://www.sjsu.edu/cs/
CUNY Brooklyn College,https://www.brooklyn.edu/academics/programs/computer-science/
University of West Florida,https://uwf.edu/hmcse/departments/computer-science/
Stanford University,https://cs.stanford.edu/
University of Chicago,https://cs.uchicago.edu/
Harvard University,https://seas.harvard.edu/computer-science
University of California-Berkeley,https://cs.berkeley.edu/
Yale University,https://cpsc.yale.edu/
Dartmouth College,https://cs.dartmouth.edu/
Columbia University,https://www.cs.columbia.edu/
Duke University,https://www.cs.duke.edu/
University of Texas-Austin,https://www.cs.utexas.edu/
Indiana University,https://cs.indiana.edu/
University of California-Los Angeles,https://www.cs.ucla.edu/
University of North Carolina-Chapel Hill,https://cs.unc.edu/
University of Washington,https://www.cs.washington.edu/
Vanderbilt University,https://engineering.vanderbilt.edu/eecs/
University of Minnesota,https://cse.umn.edu/cs
University of Wisconsin–Madison,https://www.cs.wisc.edu/
University of Maryland,https://www.cs.umd.edu/
Pennsylvania State University,https://www.cse.psu.edu/
University of Rochester,https://www.cs.rochester.edu/
Ohio State University,https://cse.osu.edu/
University of Alabama,https://cs.ua.edu/
University of California-Irvine,https://www.cs.uci.edu/
University of California-Davis,https://www.cs.ucdavis.edu/
Boston College,https://www.bc.edu/bc-web/schools/mcas/departments/computer-science.html
University of Arizona,https://www.cs.arizona.edu/
University of Connecticut,https://www.cse.uconn.edu/
Fordham University,https://www.fordham.edu/academics/departments/computer-and-information-science/
University of Miami,https://cs.miami.edu/
University of Oregon,https://cs.uoregon.edu/
University of Tennessee,https://www.eecs.utk.edu/computer-science/
Texas Christian University,https://cse.tcu.edu/department-of-computer-science/
Howard University,https://cs.howard.edu/
Tulane University,https://cs.tulane.edu/
University of Denver,https://ritchieschool.du.edu/academics/departments/computer-science
University of Nebraska–Lincoln,https://computing.unl.edu/
University of New Hampshire,https://ceps.unh.edu/computer-science
University of Vermont,https://www.uvm.edu/cems/cs
Binghamton University,https://www.binghamton.edu/computer-science/
University at Buffalo,https://engineering.buffalo.edu/computer-science-engineering.html
University of Louisville,https://engineering.louisville.edu/academics/departments/computer-science-engineering/
Case Western Reserve University,https://engineering.case.edu/eecs
Clarkson University,https://www.clarkson.edu/academics/department/computer-science
